No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,Position Size Percentage,Profit Percent,
1424,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,98,0.001
218,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,8,0.001
222,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,47,0.001
4,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,46,0.001
5,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,30,0.001
227,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,28,0.001
7,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,1,0.001
236,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,68,0.001
9,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,31,0.001
10,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,65,0.001
1458,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,77,0.001
14,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,17,0.001
237,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,50,0.001
16,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,20,0.001
267,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,9,0.001
1359,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,80,0.001
268,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,25,0.001
192,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,15,0.001
269,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,79,0.001
23,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,60,0.001
284,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,2,0.001
25,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,82,0.001
300,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,36,0.001
27,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,43,0.001
28,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,97,0.001
29,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,37,0.001
187,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,44,0.001
186,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,42,0.001
32,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,96,0.001
33,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,13,0.001
303,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,6,0.001
35,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,93,0.001
36,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,64,0.001
37,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,7,0.001
38,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,100,0.001
306,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,11,0.001
312,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,39,0.001
178,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,23,0.001
314,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,10,0.001
315,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,21,0.001
316,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,29,0.001
48,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,22,0.001
172,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,18,0.001
50,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,57,0.001
168,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,26,0.001
167,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,72,0.001
56,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,58,0.001
57,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,94,0.001
345,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,59,0.001
164,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,34,0.001
60,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,27,0.001
61,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,16,0.001
349,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,89,0.001
63,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,95,0.001
65,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,86,0.001
354,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,92,0.001
157,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,32,0.001
71,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,70,0.001
365,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,49,0.001
73,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,87,0.001
74,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,53,0.001
366,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,99,0.001
383,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,74,0.001
392,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,24,0.001
78,22421.07,224.21,24.75,34.24,138.32,-0.35,-0.01,-0.96,-0.00,23388.19,9997.92,40388.50,914.00,89.80,993.14,5.51,0.00,57708.69,13.84,0.2002,1006,22.29,0.45,1.00,916,91.05,22445.63,24.50,0.49,1.00,90,8.95,-24.56,-0.27,-0.01,1.00,63,0.001
